報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年20週(05月15日～05月21日),2023年05月24日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
栃木県,24,0.5,0,0,0,0,0,0,2,0.04,0,0,0,0,2,0.04,2,0.04,0,0,0,0,0,0,0,0,0,0,2,0.04,2,0.04,3,0.06,4,0.08,0,0,3,0.06,4,0.08
群馬県,47,0.89,3,0.06,0,0,0,0,4,0.08,1,0.02,4,0.08,3,0.06,2,0.04,0,0,2,0.04,1,0.02,1,0.02,7,0.13,3,0.06,1,0.02,1,0.02,2,0.04,7,0.13,3,0.06,2,0.04
埼玉県,140,0.88,5,0.03,1,0.01,10,0.06,6,0.04,8,0.05,6,0.04,8,0.05,7,0.04,9,0.06,7,0.04,10,0.06,6,0.04,7,0.04,8,0.05,5,0.03,7,0.04,7,0.04,3,0.02,10,0.06,10,0.06
千葉県,107,0.83,0,0,5,0.04,5,0.04,3,0.02,4,0.03,4,0.03,4,0.03,4,0.03,6,0.05,1,0.01,5,0.04,4,0.03,4,0.03,6,0.05,7,0.05,6,0.05,8,0.06,6,0.05,10,0.08,15,0.12
東京都,175,0.68,4,0.02,7,0.03,6,0.02,11,0.04,11,0.04,9,0.03,7,0.03,12,0.05,11,0.04,4,0.02,9,0.04,7,0.03,10,0.04,12,0.05,8,0.03,12,0.05,6,0.02,11,0.04,9,0.03,9,0.03
神奈川県,174,0.77,7,0.03,9,0.04,6,0.03,13,0.06,5,0.02,11,0.05,4,0.02,5,0.02,5,0.02,13,0.06,7,0.03,5,0.02,10,0.04,9,0.04,7,0.03,10,0.04,8,0.04,7,0.03,15,0.07,18,0.08
新潟県,41,0.75,1,0.02,3,0.05,0,0,0,0,4,0.07,3,0.05,3,0.05,2,0.04,2,0.04,2,0.04,3,0.05,1,0.02,1,0.02,2,0.04,2,0.04,0,0,1,0.02,2,0.04,3,0.06,6,0.11
富山県,12,0.41,1,0.03,0,0,0,0,0,0,0,0,0,0,3,0.1,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,3,0.1
石川県,16,0.55,1,0.03,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,2,0.07,1,0.03,0,0,0,0,2,0.07,1,0.03,0,0,1,0.03,2,0.07,3,0.1
福井県,20,0.87,2,0.09,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.09,0,0,0,0,0,0,0,0,1,0.04,2,0.09,3,0.12,3,0.12,3,0.12
山梨県,16,0.67,0,0,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.08,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.08,0,0,2,0.08,0,0,0,0,2,0.08
長野県,18,0.34,0,0,0,0,1,0.02,0,0,1,0.02,1,0.02,2,0.04,1,0.02,3,0.06,2,0.04,0,0,0,0,1,0.02,1,0.02,1,0.02,0,0,2,0.04,0,0,0,0,2,0.04
岐阜県,13,0.25,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,3,0.06,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02,0,0,1,0.02,1,0.02
静岡県,69,0.78,4,0.04,4,0.04,4,0.04,4,0.04,4,0.04,2,0.02,2,0.02,5,0.06,4,0.04,6,0.07,5,0.06,1,0.01,3,0.03,6,0.07,1,0.01,1,0.01,1,0.01,6,0.07,1,0.01,5,0.06
愛知県,83,0.46,0,0,3,0.02,0,0,2,0.01,3,0.02,5,0.03,4,0.02,4,0.02,1,0.01,3,0.02,7,0.04,3,0.02,4,0.02,3,0.02,8,0.04,7,0.04,5,0.03,4,0.02,4,0.02,13,0.07
三重県,19,0.43,0,0,1,0.02,1,0.02,0,0,1,0.02,1,0.02,1,0.02,2,0.04,2,0.04,0,0,0,0,0,0,3,0.07,2,0.04,1,0.02,0,0,0,0,1,0.02,1,0.02,2,0.04
滋賀県,15,0.43,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,0,0,2,0.06,0,0,1,0.03,5,0.14,0,0,0,0,1,0.03
京都府,24,0.32,1,0.01,0,0,0,0,1,0.01,4,0.05,0,0,2,0.03,0,0,0,0,1,0.01,1,0.01,1,0.01,1,0.01,0,0,2,0.03,1,0.01,2,0.03,1,0.01,3,0.04,3,0.04
大阪府,143,0.74,2,0.01,6,0.03,2,0.01,6,0.03,6,0.03,8,0.04,8,0.04,5,0.03,7,0.04,12,0.06,3,0.02,10,0.05,9,0.05,6,0.03,6,0.03,4,0.02,8,0.04,6,0.03,9,0.05,20,0.11
兵庫県,53,0.41,0,0,3,0.02,9,0.07,3,0.02,2,0.02,1,0.01,2,0.02,0,0,4,0.03,0,0,1,0.01,1,0.01,2,0.02,1,0.01,2,0.02,1,0.01,4,0.03,3,0.02,3,0.02,11,0.09
奈良県,12,0.35,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,1,0.03,0,0,3,0.09
和歌山県,14,0.47,2,0.07,0,0,0,0,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,2,0.07,2,0.07,1,0.03,0,0,1,0.03,1,0.03
鳥取県,5,0.26,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,1,0.05,0,0,1,0.05,0,0,0,0,1,0.05,0,0
島根県,9,0.39,0,0,0,0,1,0.04,0,0,0,0,0,0,2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13,2,0.09,1,0.04,0,0,0,0,0,0
岡山県,40,0.74,0,0,1,0.02,1,0.02,3,0.06,0,0,3,0.06,3,0.06,3,0.06,1,0.02,2,0.04,3,0.06,1,0.02,1,0.02,1,0.02,9,0.17,4,0.07,1,0.02,0,0,3,0.06,0,0
広島県,21,0.3,1,0.01,0,0,1,0.01,0,0,3,0.04,0,0,0,0,0,0,3,0.04,3,0.04,4,0.06,0,0,0,0,0,0,2,0.03,2,0.03,0,0,0,0,0,0,2,0.03
山口県,22,0.5,1,0.02,2,0.04,0,0,0,0,1,0.02,2,0.04,1,0.02,0,0,1,0.02,2,0.04,2,0.04,0,0,1,0.02,0,0,1,0.02,3,0.07,2,0.05,1,0.02,1,0.02,1,0.02
徳島県,10,0.43,0,0,0,0,0,0,0,0,2,0.09,2,0.09,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,1,0.04
香川県,17,0.61,0,0,1,0.04,0,0,0,0,1,0.04,1,0.04,1,0.04,1,0.04,1,0.04,0,0,1,0.04,2,0.07,1,0.04,1,0.04,2,0.07,0,0,1,0.04,0,0,0,0,3,0.11
愛媛県,27,0.75,3,0.08,0,0,1,0.03,1,0.03,2,0.05,1,0.03,2,0.05,0,0,2,0.05,3,0.08,1,0.03,1,0.03,4,0.11,0,0,0,0,0,0,1,0.03,1,0.03,2,0.05,2,0.05
高知県,5,0.19,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04
福岡県,98,0.82,1,0.01,3,0.03,2,0.02,2,0.02,5,0.04,4,0.03,3,0.03,4,0.03,2,0.02,5,0.04,5,0.04,4,0.03,4,0.03,3,0.03,7,0.06,10,0.08,7,0.06,7,0.06,8,0.07,12,0.1
佐賀県,15,0.65,1,0.04,0,0,3,0.13,0,0,0,0,0,0,0,0,0,0,2,0.09,0,0,0,0,1,0.04,2,0.09,2,0.09,0,0,2,0.09,0,0,0,0,1,0.04,1,0.04
長崎県,36,0.82,1,0.02,0,0,6,0.14,2,0.05,4,0.09,1,0.02,1,0.02,1,0.02,5,0.11,0,0,1,0.02,4,0.09,0,0,0,0,1,0.02,1,0.02,4,0.09,1,0.02,3,0.07,0,0
熊本県,44,0.9,2,0.04,1,0.02,3,0.06,1,0.02,2,0.04,1,0.02,4,0.08,1,0.02,1,0.02,0,0,2,0.04,1,0.02,3,0.06,5,0.1,7,0.15,0,0,3,0.06,3,0.06,1,0.02,3,0.06
大分県,34,0.94,1,0.03,2,0.06,1,0.03,0,0,2,0.06,5,0.14,5,0.14,2,0.06,0,0,1,0.03,2,0.06,3,0.08,0,0,3,0.08,2,0.06,2,0.06,1,0.03,0,0,2,0.06,0,0
宮崎県,32,0.91,3,0.08,1,0.03,4,0.11,2,0.06,1,0.03,4,0.11,0,0,1,0.03,1,0.03,2,0.06,1,0.03,2,0.06,1,0.03,3,0.08,0,0,0,0,1,0.03,4,0.11,0,0,1,0.03
鹿児島県,63,1.19,1,0.02,2,0.04,4,0.07,1,0.02,4,0.07,0,0,3,0.06,4,0.07,2,0.04,1,0.02,4,0.07,2,0.04,5,0.1,2,0.04,4,0.08,5,0.09,3,0.06,7,0.13,6,0.11,3,0.06
沖縄県,24,0.75,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,1,0.03,3,0.09,3,0.09,1,0.03,0,0,2,0.06,0,0,0,0,2,0.06,3,0.09,2,0.06,0,0,3,0.1,1,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,140,0.2,4,0.01,15,0.02,5,0.01,6,0.01,3,0,7,0.01,5,0.01,5,0.01,9,0.01,5,0.01,3,0,8,0.01,3,0,4,0.01,7,0.01,12,0.02,10,0.01,7,0.01,12,0.02,10,0.01
北海道,2,0.07,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08
茨城県,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
群馬県,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0
埼玉県,28,0.7,0,0,4,0.1,1,0.03,0,0,1,0.02,0,0,0,0,2,0.05,0,0,1,0.02,0,0,2,0.05,0,0,0,0,2,0.05,2,0.05,3,0.08,5,0.12,1,0.02,4,0.1
千葉県,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0
東京都,9,0.24,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,2,0.05,0,0,0,0,0,0,0,0,0,0,1,0.03,2,0.05,1,0.03
神奈川県,9,0.18,1,0.02,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,1,0.02,0,0,0,0,1,0.02,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,2,0.04,0,0
新潟県,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,1,0.1,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,11,1.1,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,4,0.4,2,0.2
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
静岡県,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0
愛知県,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪府,11,0.22,0,0,2,0.04,1,0.02,0,0,0,0,2,0.04,1,0.02,1,0.02,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,1,0.02,1,0.02,0,0,1,0.02,0,0
兵庫県,5,0.14,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0
奈良県,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0
和歌山県,4,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0,0,0,0,0,0,0,0
鳥取県,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,5,0.42,1,0.08,0,0,1,0.08,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1,0.08,0,0,0,0,0,0,0,0,0,0
広島県,9,0.47,1,0.05,0,0,0,0,0,0,0,0,1,0.05,1,0.05,0,0,2,0.11,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11,0,0,0,0,1,0.05
山口県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,2,0.5,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0
佐賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長崎県,12,1.5,0,0,1,0.13,2,0.25,1,0.13,2,0.25,0,0,0,0,1,0.13,3,0.38,0,0,0,0,0,0,0,0,1,0.13,1,0.13,0,0,0,0,0,0,0,0,0,0
熊本県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大分県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮崎県,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,2,0.29,0,0,0,0,0,0,0,0,0,0,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,10,1.25,1,0.11,2,0.22,0,0,1,0.11,0,0,2,0.22,0,0,1,0.11,0,0,2,0.22,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,3224,4.65,150,0.22,169,0.24,145,0.21,131,0.19,144,0.21,125,0.18,156,0.22,122,0.18,129,0.19,143,0.21,143,0.21,108,0.16,156,0.22,191,0.27,168,0.24,193,0.28,170,0.25,158,0.23,274,0.39,249,0.36
北海道,65,2.24,1,0.03,1,0.03,2,0.07,4,0.14,7,0.24,3,0.1,5,0.17,1,0.03,3,0.1,4,0.14,5,0.17,4,0.14,3,0.1,0,0,8,0.28,1,0.03,1,0.03,1,0.03,3,0.1,8,0.28
青森県,7,0.78,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,1,0.1,0,0
岩手県,49,3.77,2,0.15,4,0.31,4,0.31,0,0,4,0.29,2,0.14,1,0.07,2,0.14,2,0.14,4,0.29,0,0,0,0,0,0,4,0.29,1,0.07,2,0.14,0,0,1,0.07,10,0.71,6,0.43
宮城県,54,4.5,3,0.25,4,0.33,1,0.08,0,0,2,0.17,3,0.25,1,0.08,2,0.17,2,0.17,4,0.33,4,0.33,1,0.08,0,0,4,0.33,5,0.42,11,0.92,1,0.08,3,0.25,2,0.17,1,0.08
秋田県,13,2.17,0,0,1,0.14,1,0.14,0,0,0,0,1,0.14,2,0.29,1,0.14,1,0.14,0,0,0,0,0,0,1,0.14,2,0.29,1,0.14,1,0.14,0,0,1,0.17,0,0,0,0
山形県,14,1.75,1,0.13,1,0.13,1,0.13,0,0,2,0.25,1,0.13,0,0,1,0.13,1,0.13,0,0,1,0.13,0,0,0,0,0,0,0,0,2,0.25,0,0,1,0.13,1,0.13,1,0.13
福島県,76,5.85,3,0.23,2,0.15,1,0.08,2,0.15,4,0.31,6,0.46,4,0.31,2,0.15,7,0.54,6,0.46,11,0.85,3,0.23,6,0.46,4,0.31,1,0.08,1,0.08,3,0.23,3,0.23,4,0.31,3,0.23
茨城県,218,12.82,17,1,12,0.71,13,0.76,10,0.59,9,0.53,8,0.47,10,0.59,6,0.35,8,0.47,9,0.53,4,0.24,4,0.24,7,0.41,21,1.24,12,0.71,10,0.59,9,0.53,8,0.47,21,1.24,20,1.18
栃木県,50,4.17,2,0.17,2,0.17,1,0.08,1,0.08,3,0.25,7,0.58,8,0.67,2,0.17,2,0.17,1,0.08,2,0.17,1,0.08,2,0.17,2,0.17,1,0.08,3,0.25,1,0.08,2,0.17,3,0.25,4,0.33
群馬県,95,6.79,5,0.36,3,0.21,4,0.29,0,0,2,0.14,3,0.21,1,0.07,0,0,1,0.07,5,0.36,7,0.5,1,0.07,10,0.71,8,0.57,12,0.86,6,0.43,5,0.36,4,0.29,10,0.71,8,0.57
埼玉県,154,3.85,7,0.18,6,0.15,8,0.2,11,0.27,7,0.17,5,0.13,8,0.2,12,0.29,6,0.15,7,0.17,7,0.17,11,0.27,11,0.28,4,0.1,6,0.15,7,0.17,4,0.1,5,0.12,12,0.29,10,0.24
千葉県,181,5.32,8,0.24,3,0.09,11,0.33,5,0.15,10,0.29,6,0.18,8,0.24,5,0.14,11,0.31,7,0.21,6,0.17,2,0.06,7,0.21,8,0.23,10,0.29,16,0.46,12,0.35,9,0.26,16,0.46,21,0.64
東京都,99,2.61,2,0.05,6,0.16,2,0.05,2,0.05,5,0.13,1,0.03,2,0.05,3,0.08,3,0.08,3,0.08,6,0.16,6,0.16,7,0.18,4,0.11,5,0.13,8,0.21,6,0.16,5,0.13,10,0.26,13,0.34
神奈川県,484,9.68,21,0.44,27,0.53,22,0.43,16,0.31,15,0.29,20,0.39,16,0.31,19,0.37,19,0.37,14,0.28,18,0.36,23,0.46,24,0.46,28,0.56,31,0.6,33,0.66,30,0.59,29,0.58,43,0.86,36,0.71
新潟県,27,2.7,4,0.4,0,0,3,0.3,0,0,0,0,0,0,0,0,1,0.1,0,0,2,0.2,1,0.1,0,0,4,0.4,3,0.3,0,0,2,0.2,1,0.1,3,0.3,1,0.1,2,0.2
富山県,15,2.14,1,0.14,2,0.29,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,1,0.14,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,5,0.71,1,0.14
石川県,46,6.57,1,0.14,4,0.57,3,0.43,5,0.71,5,0.71,4,0.57,0,0,4,0.57,2,0.29,3,0.43,0,0,2,0.29,2,0.29,1,0.14,2,0.29,2,0.29,1,0.14,2,0.29,2,0.29,1,0.14
福井県,3,1,0,0,0,0,0,0,0,0,1,0.33,0,0,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0
山梨県,47,5.22,4,0.44,4,0.44,1,0.11,7,0.78,3,0.33,2,0.22,4,0.44,0,0,2,0.22,1,0.11,0,0,3,0.33,0,0,2,0.22,4,0.44,1,0.11,0,0,2,0.22,2,0.22,5,0.56
長野県,97,9.7,10,0.83,2,0.2,0,0,1,0.1,2,0.2,3,0.3,8,0.8,4,0.4,2,0.2,4,0.4,1,0.1,3,0.3,4,0.36,5,0.5,0,0,2,0.2,8,0.8,13,1.44,13,1.3,12,1.2
岐阜県,32,2.91,0,0,0,0,3,0.27,0,0,1,0.09,1,0.09,4,0.36,1,0.09,0,0,7,0.64,5,0.45,1,0.09,2,0.18,2,0.18,0,0,0,0,3,0.27,0,0,1,0.09,1,0.09
静岡県,50,2.27,3,0.14,4,0.18,1,0.05,0,0,2,0.09,1,0.05,5,0.23,4,0.18,3,0.14,3,0.14,0,0,1,0.05,4,0.17,2,0.09,1,0.05,0,0,5,0.23,0,0,4,0.18,7,0.32
愛知県,56,1.6,4,0.11,0,0,3,0.09,2,0.06,2,0.06,2,0.06,4,0.11,5,0.14,4,0.11,0,0,2,0.06,3,0.09,3,0.09,1,0.03,4,0.11,2,0.06,3,0.09,0,0,3,0.09,9,0.26
三重県,9,0.75,0,0,1,0.08,0,0,0,0,0,0,1,0.08,0,0,1,0.08,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.08,1,0.08,0,0,0,0,2,0.17
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,42,2.47,2,0.11,4,0.22,1,0.06,1,0.06,2,0.11,1,0.06,0,0,0,0,0,0,0,0,2,0.11,0,0,4,0.22,1,0.06,8,0.47,4,0.22,4,0.24,2,0.11,4,0.22,2,0.11
大阪府,157,3.08,5,0.1,5,0.1,7,0.13,5,0.1,10,0.19,10,0.19,8,0.15,2,0.04,3,0.06,6,0.12,9,0.18,7,0.14,6,0.12,7,0.14,7,0.14,17,0.33,11,0.21,12,0.23,11,0.21,9,0.17
兵庫県,163,4.66,2,0.06,14,0.4,3,0.09,16,0.46,7,0.2,6,0.17,10,0.29,9,0.26,9,0.26,4,0.11,9,0.26,4,0.11,7,0.2,11,0.31,5,0.14,13,0.37,12,0.34,4,0.11,13,0.37,5,0.14
奈良県,67,6.7,2,0.2,2,0.2,3,0.3,4,0.4,5,0.5,0,0,1,0.1,3,0.3,5,0.5,4,0.4,1,0.1,1,0.1,3,0.3,7,0.7,5,0.5,4,0.4,4,0.4,1,0.1,6,0.6,6,0.6
