報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,
2025年11週(03月10日～03月16日),2025年03月19日作成,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週
伝染性紅斑,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,23944,7.77,429,0.16,2934,0.94,2981,0.95,3074,0.98,2838,0.91,2110,0.67,1737,0.56,1748,0.56,1784,0.57,1793,0.57,2516,0.81
北海道,1036,7.79,6,0.06,65,0.48,80,0.59,86,0.63,90,0.66,67,0.49,74,0.54,99,0.73,114,0.84,137,1.01,218,1.6
青森県,979,27.19,12,0.38,131,3.54,110,2.97,127,3.43,143,3.86,74,2,72,1.95,91,2.46,71,1.92,68,1.84,80,2.16
岩手県,406,10.41,10,0.26,41,1.05,39,1,51,1.31,38,0.97,26,0.67,31,0.79,31,0.79,43,1.1,34,0.87,62,1.59
宮城県,855,15.55,19,0.35,104,1.89,98,1.78,101,1.84,92,1.67,79,1.44,53,0.96,59,1.07,75,1.36,79,1.44,96,1.75
秋田県,57,1.78,0,0,1,0.03,4,0.12,5,0.15,5,0.15,8,0.24,4,0.12,2,0.06,4,0.12,9,0.26,15,0.44
山形県,281,11.24,7,0.39,16,0.59,25,0.93,28,1.04,37,1.37,16,0.59,19,0.73,32,1.23,16,0.62,36,1.38,49,1.88
福島県,1057,22.02,11,0.22,111,2.27,119,2.43,128,2.61,136,2.83,97,2.02,86,1.79,81,1.69,99,2.06,82,1.71,107,2.23
茨城県,536,7.34,6,0.1,61,0.81,56,0.75,50,0.67,62,0.84,54,0.72,37,0.49,48,0.64,38,0.51,47,0.63,77,1.03
栃木県,803,17.46,14,0.42,98,2.04,98,2.04,131,2.73,98,2.04,69,1.44,70,1.46,43,0.9,67,1.4,60,1.25,55,1.15
群馬県,387,7.59,8,0.23,36,0.68,35,0.66,46,0.87,41,0.77,31,0.58,35,0.66,23,0.43,36,0.68,43,0.83,53,1.02
埼玉県,3165,20.16,71,0.79,464,2.83,502,3.06,466,2.84,403,2.46,303,1.85,230,1.4,196,1.2,179,1.09,138,0.84,213,1.3
千葉県,2400,19.2,44,0.42,346,2.7,333,2.6,338,2.64,338,2.64,213,1.66,156,1.22,169,1.32,148,1.16,127,0.99,188,1.5
東京都,3952,15.32,77,0.38,640,2.43,610,2.32,599,2.28,470,1.79,379,1.44,272,1.03,254,0.96,221,0.84,200,0.76,230,0.87
神奈川県,2550,11.54,52,0.35,364,1.58,356,1.57,365,1.59,350,1.54,255,1.11,182,0.79,160,0.7,161,0.71,122,0.54,183,0.81
新潟県,484,8.8,4,0.07,46,0.84,43,0.78,50,0.91,47,0.85,37,0.67,41,0.75,46,0.84,51,0.93,57,1.04,62,1.13
富山県,207,7.39,1,0.04,3,0.1,17,0.59,19,0.66,15,0.52,21,0.72,24,0.83,22,0.76,24,0.83,19,0.66,42,1.45
石川県,158,5.45,2,0.07,14,0.48,9,0.31,9,0.31,8,0.28,11,0.38,6,0.21,9,0.31,25,0.86,30,1.03,35,1.21
福井県,69,2.76,1,0.04,0,0,5,0.2,7,0.28,3,0.12,6,0.24,2,0.08,5,0.2,5,0.2,15,0.6,20,0.8
山梨県,96,4,5,0.21,7,0.29,12,0.5,12,0.5,17,0.71,10,0.42,7,0.29,9,0.38,4,0.17,3,0.13,10,0.42
長野県,498,9.58,15,0.38,49,0.91,63,1.17,63,1.17,51,0.94,37,0.7,40,0.74,41,0.76,33,0.61,44,0.81,62,1.17
岐阜県,66,1.25,1,0.02,4,0.08,7,0.13,8,0.15,4,0.08,1,0.02,5,0.09,9,0.17,9,0.17,4,0.08,14,0.26
静岡県,348,3.91,5,0.06,34,0.38,45,0.51,39,0.44,32,0.36,39,0.44,27,0.3,26,0.29,29,0.33,24,0.27,48,0.54
愛知県,228,1.26,2,0.01,20,0.11,20,0.11,29,0.16,24,0.13,21,0.12,19,0.1,21,0.12,16,0.09,27,0.15,29,0.16
三重県,91,2.07,2,0.06,7,0.16,4,0.09,5,0.11,13,0.29,4,0.09,4,0.09,8,0.18,11,0.25,12,0.27,21,0.47
滋賀県,96,2.82,0,0,11,0.31,13,0.36,8,0.22,14,0.39,5,0.14,4,0.11,7,0.19,5,0.14,10,0.28,19,0.53
京都府,453,6.21,6,0.09,39,0.52,55,0.73,37,0.5,48,0.64,42,0.56,30,0.4,34,0.47,37,0.49,65,0.88,60,0.81
大阪府,356,1.89,2,0.01,26,0.13,33,0.17,42,0.22,45,0.23,29,0.15,25,0.18,32,0.16,30,0.15,32,0.17,60,0.31
兵庫県,345,2.76,3,0.03,32,0.25,34,0.27,35,0.27,45,0.35,20,0.16,29,0.23,24,0.19,38,0.3,36,0.28,49,0.39
奈良県,88,2.84,0,0,7,0.21,12,0.35,10,0.29,9,0.26,15,0.44,8,0.24,7,0.21,8,0.24,7,0.21,5,0.15
和歌山県,47,1.68,2,0.07,1,0.03,1,0.03,4,0.14,1,0.03,3,0.1,1,0.03,1,0.03,8,0.28,10,0.34,15,0.52
鳥取県,98,5.16,4,0.21,10,0.53,15,0.79,9,0.47,8,0.42,2,0.11,8,0.42,8,0.42,7,0.37,16,0.84,11,0.58
島根県,127,5.52,0,0,2,0.09,4,0.17,3,0.13,7,0.3,3,0.13,11,0.48,11,0.48,25,1.09,25,1.09,36,1.57
岡山県,30,0.56,2,0.04,4,0.07,4,0.07,3,0.06,2,0.04,1,0.02,2,0.04,5,0.09,1,0.02,1,0.02,5,0.09
広島県,79,1.1,1,0.02,9,0.12,3,0.04,11,0.15,9,0.12,7,0.09,3,0.04,6,0.08,4,0.05,13,0.18,13,0.18
山口県,86,2,4,0.09,11,0.26,9,0.21,8,0.19,8,0.19,8,0.19,10,0.23,6,0.14,7,0.16,5,0.12,10,0.23
徳島県,32,1.39,1,0.04,6,0.26,3,0.13,5,0.22,0,0,3,0.13,1,0.04,4,0.17,1,0.04,3,0.13,5,0.22
香川県,21,0.75,2,0.07,3,0.11,4,0.14,2,0.07,0,0,1,0.04,1,0.04,2,0.07,3,0.11,1,0.04,2,0.07
愛媛県,64,1.88,0,0,2,0.06,4,0.11,6,0.17,8,0.22,6,0.17,8,0.22,7,0.19,3,0.08,5,0.14,15,0.42
高知県,231,9.24,5,0.2,23,0.92,18,0.72,38,1.52,27,1.08,29,1.16,21,0.84,13,0.52,20,0.8,14,0.56,23,0.92
福岡県,313,2.63,8,0.07,24,0.2,18,0.15,24,0.2,25,0.21,17,0.14,21,0.18,30,0.25,25,0.21,46,0.39,75,0.63
佐賀県,73,3.32,0,0,3,0.13,0,0,3,0.13,3,0.13,2,0.09,5,0.22,8,0.35,10,0.43,5,0.22,34,1.48
長崎県,114,2.65,4,0.09,12,0.27,21,0.48,14,0.32,15,0.34,13,0.3,3,0.07,10,0.23,5,0.11,3,0.07,14,0.33
熊本県,126,2.57,3,0.06,8,0.16,7,0.14,10,0.2,9,0.18,7,0.14,10,0.2,14,0.28,18,0.36,22,0.44,18,0.36
大分県,48,1.33,0,0,7,0.19,1,0.03,4,0.11,5,0.14,1,0.03,6,0.17,2,0.06,4,0.11,4,0.11,14,0.39
宮崎県,184,5.26,5,0.15,17,0.47,15,0.42,16,0.44,21,0.58,19,0.53,20,0.56,17,0.47,17,0.47,14,0.39,23,0.64
鹿児島県,78,1.56,1,0.02,4,0.08,5,0.1,4,0.08,0,0,8,0.16,6,0.12,5,0.1,17,0.34,13,0.26,15,0.3
沖縄県,146,4.56,1,0.03,11,0.34,12,0.38,16,0.5,12,0.38,11,0.34,8,0.25,11,0.34,12,0.38,26,0.81,26,0.81
,,,,,,,,,,,,,,,,,,,,,,,,
突発性発しん,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,6255,2.03,139,0.05,635,0.2,579,0.19,623,0.2,619,0.2,622,0.2,551,0.18,624,0.2,565,0.18,628,0.2,670,0.21
北海道,192,1.44,2,0.02,19,0.14,24,0.18,23,0.17,20,0.15,20,0.15,14,0.1,14,0.1,12,0.09,14,0.1,30,0.22
青森県,83,2.31,1,0.03,6,0.16,12,0.32,12,0.32,12,0.32,8,0.22,3,0.08,8,0.22,5,0.14,8,0.22,8,0.22
岩手県,95,2.44,2,0.05,6,0.15,7,0.18,8,0.21,13,0.33,13,0.33,8,0.21,4,0.1,7,0.18,13,0.33,14,0.36
宮城県,110,2,5,0.09,12,0.22,12,0.22,10,0.18,8,0.15,8,0.15,10,0.18,14,0.25,5,0.09,14,0.25,12,0.22
秋田県,40,1.25,0,0,3,0.09,2,0.06,2,0.06,5,0.15,7,0.21,8,0.24,4,0.12,2,0.06,3,0.09,4,0.12
山形県,71,2.84,3,0.17,9,0.33,8,0.3,9,0.33,7,0.26,3,0.11,3,0.12,9,0.35,7,0.27,5,0.19,8,0.31
福島県,121,2.52,3,0.06,16,0.33,6,0.12,14,0.29,14,0.29,13,0.27,7,0.15,10,0.21,12,0.25,15,0.31,11,0.23
茨城県,92,1.26,4,0.07,8,0.11,8,0.11,10,0.13,6,0.08,9,0.12,9,0.12,12,0.16,9,0.12,7,0.09,10,0.13
栃木県,112,2.43,6,0.18,13,0.27,14,0.29,11,0.23,17,0.35,10,0.21,8,0.17,6,0.13,8,0.17,7,0.15,12,0.25
群馬県,130,2.55,3,0.09,9,0.17,9,0.17,14,0.26,14,0.26,10,0.19,8,0.15,17,0.32,18,0.34,18,0.35,10,0.19
埼玉県,319,2.03,6,0.07,25,0.15,32,0.2,41,0.25,37,0.23,27,0.16,26,0.16,36,0.22,26,0.16,29,0.18,34,0.21
千葉県,198,1.58,4,0.04,27,0.21,19,0.15,17,0.13,15,0.12,29,0.23,19,0.15,22,0.17,11,0.09,13,0.1,22,0.18
東京都,523,2.03,9,0.04,58,0.22,53,0.2,60,0.23,50,0.19,51,0.19,38,0.14,45,0.17,45,0.17,55,0.21,59,0.22
神奈川県,380,1.72,4,0.03,32,0.14,38,0.17,38,0.17,43,0.19,35,0.15,39,0.17,37,0.16,32,0.14,37,0.16,45,0.2
新潟県,114,2.07,3,0.05,11,0.2,12,0.22,11,0.2,9,0.16,9,0.16,14,0.25,10,0.18,16,0.29,14,0.25,5,0.09
富山県,53,1.89,2,0.07,8,0.28,6,0.21,12,0.41,5,0.17,3,0.1,1,0.03,4,0.14,1,0.03,4,0.14,7,0.24
石川県,51,1.76,1,0.03,4,0.14,5,0.17,8,0.28,8,0.28,3,0.1,5,0.17,8,0.28,2,0.07,1,0.03,6,0.21
福井県,40,1.6,1,0.04,4,0.16,4,0.16,4,0.16,6,0.24,4,0.16,4,0.16,3,0.12,2,0.08,2,0.08,6,0.24
山梨県,25,1.04,0,0,1,0.04,2,0.08,3,0.13,2,0.08,3,0.13,2,0.08,3,0.13,2,0.08,2,0.08,5,0.21
長野県,80,1.54,2,0.05,9,0.17,9,0.17,6,0.11,12,0.22,9,0.17,4,0.07,4,0.07,9,0.17,9,0.17,7,0.13
岐阜県,108,2.04,4,0.08,17,0.32,7,0.13,9,0.17,11,0.21,9,0.17,6,0.11,10,0.19,11,0.21,15,0.28,9,0.17
静岡県,158,1.78,3,0.03,16,0.18,18,0.2,15,0.17,9,0.1,17,0.19,11,0.12,22,0.25,12,0.13,15,0.17,20,0.22
愛知県,226,1.25,3,0.02,16,0.09,20,0.11,17,0.09,15,0.08,16,0.09,31,0.17,24,0.13,27,0.15,29,0.16,28,0.15
三重県,87,1.98,2,0.06,15,0.33,12,0.27,11,0.24,5,0.11,9,0.2,0,0,9,0.2,8,0.18,9,0.2,7,0.16
滋賀県,43,1.26,0,0,7,0.19,1,0.03,2,0.06,3,0.08,3,0.08,10,0.28,6,0.17,4,0.11,4,0.11,3,0.08
京都府,102,1.4,0,0,11,0.15,13,0.17,10,0.14,7,0.09,11,0.15,5,0.07,14,0.19,13,0.17,10,0.14,8,0.11
大阪府,351,1.87,6,0.03,36,0.19,31,0.16,36,0.19,36,0.19,43,0.22,17,0.12,34,0.18,37,0.19,45,0.23,30,0.16
兵庫県,232,1.86,5,0.05,23,0.18,15,0.12,21,0.16,19,0.15,27,0.21,19,0.15,34,0.27,17,0.13,20,0.16,32,0.25
奈良県,69,2.23,0,0,8,0.24,5,0.15,5,0.15,6,0.18,9,0.26,7,0.21,5,0.15,8,0.24,9,0.26,7,0.21
和歌山県,65,2.32,1,0.04,8,0.28,3,0.1,6,0.21,5,0.17,7,0.24,5,0.17,10,0.34,5,0.17,12,0.41,3,0.1
鳥取県,28,1.47,0,0,3,0.16,2,0.11,4,0.21,2,0.11,4,0.21,3,0.16,3,0.16,3,0.16,3,0.16,1,0.05
島根県,78,3.39,2,0.09,6,0.26,6,0.26,8,0.35,11,0.48,6,0.26,9,0.39,10,0.43,6,0.26,3,0.13,11,0.48
岡山県,104,1.93,7,0.13,14,0.26,12,0.22,9,0.17,7,0.13,12,0.22,9,0.17,5,0.09,9,0.17,5,0.09,15,0.28
広島県,113,1.57,1,0.02,14,0.19,12,0.16,9,0.12,13,0.18,8,0.11,11,0.15,3,0.04,16,0.22,11,0.15,15,0.2
山口県,115,2.67,4,0.09,16,0.37,13,0.3,13,0.3,12,0.28,12,0.28,12,0.28,7,0.16,8,0.19,11,0.26,7,0.16
徳島県,49,2.13,2,0.09,5,0.22,2,0.09,5,0.22,6,0.26,3,0.13,4,0.17,7,0.3,7,0.3,4,0.17,4,0.17
香川県,71,2.54,3,0.11,7,0.25,4,0.14,9,0.32,6,0.21,4,0.14,6,0.21,4,0.14,6,0.21,11,0.39,11,0.39
愛媛県,110,3.24,2,0.09,12,0.33,11,0.31,9,0.25,10,0.28,9,0.25,11,0.31,17,0.47,7,0.19,14,0.39,8,0.22
高知県,46,1.84,1,0.04,6,0.24,4,0.16,3,0.12,3,0.12,4,0.16,9,0.36,3,0.12,3,0.12,5,0.2,5,0.2
福岡県,342,2.87,8,0.07,32,0.27,35,0.29,29,0.24,46,0.39,33,0.28,38,0.32,28,0.24,40,0.34,31,0.26,22,0.18
佐賀県,96,4.36,5,0.24,10,0.43,3,0.13,6,0.26,9,0.39,9,0.39,16,0.7,11,0.48,8,0.35,7,0.3,12,0.52
長崎県,96,2.23,3,0.07,6,0.14,10,0.23,10,0.23,7,0.16,15,0.34,11,0.25,4,0.09,8,0.18,8,0.19,14,0.33
熊本県,226,4.61,4,0.08,19,0.39,13,0.27,14,0.29,25,0.5,30,0.6,20,0.4,24,0.48,21,0.42,27,0.54,29,0.58
大分県,167,4.64,4,0.11,13,0.36,20,0.56,19,0.53,15,0.42,9,0.25,16,0.44,22,0.61,17,0.47,11,0.31,21,0.58
宮崎県,138,3.94,4,0.12,15,0.42,13,0.36,12,0.33,9,0.25,15,0.42,15,0.42,18,0.5,13,0.36,12,0.33,12,0.33
鹿児島県,134,2.68,1,0.02,11,0.22,8,0.16,16,0.31,13,0.25,15,0.29,12,0.24,16,0.32,13,0.26,16,0.32,13,0.26
沖縄県,72,2.25,3,0.09,9,0.28,4,0.13,3,0.09,6,0.19,9,0.28,8,0.25,4,0.13,7,0.22,11,0.34,8,0.25
,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,307,0.1,10,0,30,0.01,29,0.01,28,0.01,34,0.01,32,0.01,24,0.01,17,0.01,28,0.01,38,0.01,37,0.01
北海道,19,0.14,0,0,6,0.04,3,0.02,1,0.01,2,0.01,2,0.01,3,0.02,0,0,0,0,1,0.01,1,0.01
青森県,4,0.11,0,0,1,0.03,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,0,0
岩手県,2,0.05,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0
宮城県,1,0.02,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,6,0.19,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,0,0,1,0.03,2,0.06,0,0
山形県,3,0.12,0,0,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,7,0.1,2,0.03,0,0,0,0,1,0.01,1,0.01,2,0.03,0,0,0,0,1,0.01,0,0,0,0
栃木県,3,0.07,0,0,0,0,0,0,2,0.04,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0
群馬県,10,0.2,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02,2,0.04,0,0,0,0,3,0.06,2,0.04
埼玉県,19,0.12,1,0.01,0,0,3,0.02,3,0.02,2,0.01,3,0.02,0,0,2,0.01,1,0.01,2,0.01,2,0.01
千葉県,11,0.09,0,0,1,0.01,2,0.02,0,0,1,0.01,0,0,1,0.01,0,0,0,0,0,0,6,0.05
東京都,21,0.08,0,0,3,0.01,3,0.01,2,0.01,2,0.01,1,0,0,0,1,0,2,0.01,3,0.01,4,0.02
神奈川県,15,0.07,0,0,3,0.01,0,0,1,0,3,0.01,3,0.01,1,0,0,0,1,0,1,0,2,0.01
新潟県,4,0.07,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,0,0,0,0,1,0.02,0,0,0,0
富山県,13,0.46,1,0.04,0,0,1,0.03,2,0.07,2,0.07,1,0.03,1,0.03,0,0,0,0,3,0.1,2,0.07
石川県,8,0.28,0,0,1,0.03,0,0,1,0.03,2,0.07,1,0.03,0,0,0,0,1,0.03,0,0,2,0.07
福井県,6,0.24,1,0.04,1,0.04,0,0,1,0.04,1,0.04,0,0,1,0.04,0,0,1,0.04,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,14,0.27,0,0,0,0,2,0.04,0,0,0,0,3,0.06,2,0.04,1,0.02,1,0.02,4,0.07,1,0.02
岐阜県,1,0.02,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
静岡県,4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,1,0.01,1,0.01,0,0,1,0.01
愛知県,5,0.03,0,0,2,0.01,1,0.01,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,1,0.01
三重県,3,0.07,0,0,2,0.04,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0
滋賀県,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,3,0.04,0,0,0,0,1,0.01,1,0.01,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0
大阪府,19,0.1,0,0,1,0.01,4,0.02,0,0,1,0.01,1,0.01,0,0,3,0.02,1,0.01,4,0.02,4,0.02
兵庫県,9,0.07,0,0,0,0,0,0,3,0.02,0,0,1,0.01,1,0.01,1,0.01,2,0.02,0,0,1,0.01
奈良県,2,0.06,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11,0,0,0,0
島根県,4,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,2,0.09,0,0
岡山県,10,0.19,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02,0,0,0,0,0,0,3,0.06,1,0.02,1,0.02
広島県,5,0.07,0,0,0,0,2,0.03,0,0,0,0,0,0,1,0.01,0,0,1,0.01,1,0.01,0,0
山口県,4,0.09,0,0,0,0,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,0,0,1,0.02,0,0
徳島県,3,0.13,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0
香川県,4,0.14,0,0,2,0.07,0,0,1,0.04,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,11,0.09,1,0.01,0,0,2,0.02,1,0.01,1,0.01,2,0.02,1,0.01,0,0,2,0.02,1,0.01,0,0
佐賀県,5,0.23,0,0,0,0,2,0.09,1,0.04,0,0,0,0,1,0.04,0,0,0,0,0,0,1,0.04
長崎県,3,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,1,0.02,0,0
熊本県,16,0.33,0,0,2,0.04,0,0,1,0.02,3,0.06,1,0.02,0,0,3,0.06,1,0.02,2,0.04,3,0.06
大分県,9,0.25,0,0,0,0,0,0,0,0,3,0.08,2,0.06,1,0.03,1,0.03,0,0,1,0.03,1,0.03
宮崎県,6,0.17,0,0,0,0,0,0,0,0,0,0,2,0.06,1,0.03,2,0.06,0,0,0,0,1,0.03
鹿児島県,7,0.14,1,0.02,0,0,0,0,0,0,1,0.02,0,0,1,0.02,0,0,0,0,4,0.08,0,0
沖縄県,4,0.13,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,1,0.03
,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,1065,0.35,38,0.01,84,0.03,96,0.03,90,0.03,96,0.03,90,0.03,113,0.04,102,0.03,112,0.04,123,0.04,121,0.04
北海道,47,0.35,3,0.03,3,0.02,4,0.03,4,0.03,3,0.02,3,0.02,5,0.04,2,0.01,5,0.04,9,0.07,6,0.04
青森県,9,0.25,0,0,0,0,1,0.03,2,0.05,1,0.03,2,0.05,1,0.03,1,0.03,0,0,1,0.03,0,0
岩手県,14,0.36,2,0.05,1,0.03,0,0,1,0.03,2,0.05,2,0.05,0,0,0,0,1,0.03,4,0.1,1,0.03
宮城県,28,0.51,1,0.02,1,0.02,8,0.15,2,0.04,2,0.04,1,0.02,4,0.07,1,0.02,0,0,3,0.05,5,0.09
秋田県,5,0.16,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,2,0.06
山形県,9,0.36,0,0,0,0,1,0.04,0,0,0,0,1,0.04,1,0.04,3,0.12,1,0.04,0,0,2,0.08
福島県,15,0.31,0,0,0,0,4,0.08,0,0,0,0,3,0.06,1,0.02,0,0,0,0,3,0.06,4,0.08
茨城県,15,0.21,3,0.05,2,0.03,0,0,0,0,0,0,0,0,1,0.01,2,0.03,0,0,3,0.04,4,0.05
栃木県,11,0.24,1,0.03,0,0,1,0.02,3,0.06,1,0.02,0,0,2,0.04,2,0.04,0,0,0,0,1,0.02
群馬県,24,0.47,0,0,1,0.02,5,0.09,1,0.02,2,0.04,3,0.06,1,0.02,1,0.02,4,0.08,2,0.04,4,0.08
埼玉県,92,0.59,2,0.02,9,0.05,10,0.06,6,0.04,8,0.05,5,0.03,7,0.04,13,0.08,11,0.07,9,0.05,12,0.07
千葉県,73,0.58,1,0.01,6,0.05,3,0.02,4,0.03,9,0.07,4,0.03,9,0.07,5,0.04,7,0.05,14,0.11,11,0.09
東京都,106,0.41,2,0.01,10,0.04,7,0.03,11,0.04,7,0.03,11,0.04,15,0.06,8,0.03,8,0.03,19,0.07,8,0.03
神奈川県,110,0.5,0,0,8,0.03,6,0.03,7,0.03,16,0.07,17,0.07,10,0.04,9,0.04,10,0.04,10,0.04,17,0.08
新潟県,34,0.62,2,0.04,4,0.07,1,0.02,0,0,2,0.04,2,0.04,5,0.09,10,0.18,4,0.07,1,0.02,3,0.05
富山県,9,0.32,2,0.07,2,0.07,2,0.07,0,0,0,0,0,0,2,0.07,1,0.03,0,0,0,0,0,0
石川県,6,0.21,0,0,0,0,1,0.03,0,0,2,0.07,1,0.03,0,0,0,0,2,0.07,0,0,0,0
福井県,11,0.44,0,0,0,0,2,0.08,0,0,2,0.08,1,0.04,2,0.08,2,0.08,1,0.04,1,0.04,0,0
山梨県,8,0.33,0,0,2,0.08,1,0.04,3,0.13,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0
長野県,6,0.12,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,2,0.04,0,0,1,0.02
岐阜県,9,0.17,1,0.02,1,0.02,1,0.02,2,0.04,0,0,1,0.02,0,0,0,0,1,0.02,0,0,2,0.04
静岡県,24,0.27,0,0,4,0.04,1,0.01,3,0.03,3,0.03,2,0.02,5,0.06,1,0.01,2,0.02,2,0.02,1,0.01
愛知県,35,0.19,0,0,3,0.02,4,0.02,8,0.04,5,0.03,2,0.01,1,0.01,3,0.02,4,0.02,3,0.02,2,0.01
三重県,10,0.23,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0,3,0.07,2,0.05,0,0,1,0.02
滋賀県,15,0.44,2,0.08,1,0.03,2,0.06,3,0.08,0,0,1,0.03,0,0,2,0.06,1,0.03,0,0,3,0.08
京都府,19,0.26,0,0,1,0.01,2,0.03,1,0.01,1,0.01,2,0.03,2,0.03,0,0,7,0.09,1,0.01,2,0.03
大阪府,61,0.32,5,0.03,5,0.03,7,0.04,3,0.02,8,0.04,0,0,4,0.03,6,0.03,11,0.06,7,0.04,5,0.03
兵庫県,45,0.36,0,0,6,0.05,4,0.03,4,0.03,1,0.01,4,0.03,5,0.04,6,0.05,7,0.05,4,0.03,4,0.03
奈良県,3,0.1,1,0.1,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和歌山県,7,0.25,1,0.04,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,1,0.03,0,0,3,0.1
鳥取県,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0
島根県,2,0.09,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,1,0.04,0,0
岡山県,38,0.7,1,0.02,5,0.09,2,0.04,1,0.02,5,0.09,3,0.06,7,0.13,3,0.06,1,0.02,4,0.07,6,0.11
広島県,18,0.25,0,0,0,0,3,0.04,2,0.03,1,0.01,2,0.03,2,0.03,4,0.05,0,0,3,0.04,1,0.01
山口県,7,0.16,0,0,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02,1,0.02,0,0,2,0.05,1,0.02
徳島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
